REGISTRATION DATE,NAME,ADDL CO INFO,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP
11/24/2015,APALACHEE CORRECTIONAL INSTITUTION,STATE OF FLORIDA,35 APALACHEE DR,,SNEADS,FL,32460
10/28/2015,OFFICER (B6)-K9 HANDLER,RECEPTION AND MEDICAL CENTER,7765 SOUTH COUNTY ROAD 231,BUILDING 20963025,LAKE BUTLER,FL,32054
10/28/2015,WAYNE COUNTY AIRPORT POLICE,ATTN:  EXECUTIVE K9 SGT (B6),31399 EAST SERVICE DRIVE,BLDG 610,DETROIT,MI,48242
11/17/2015,(B6),,(B6),(B6),SAN ANTONIO,TX,78217
1/28/2016,ST MARY'S COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,18205 K9 LANE,,PINEY POINT,MD,20674
10/23/2015,SABINE COUNTY SHERIFFS OFFICE,,310 MAIN STREET,,HEMPHILL,TX,75948
12/22/2015,ALLENTOWN POLICE DEPARTMENT,,1005 W HAMILTON ST,,ALLENTOWN,PA,18101
11/2/2015,OUACHITA PARISH SHERIFF OFFICE,(B6),500 NATCHITOCHES,,WEST MONROE,LA,71291
1/12/2016,FREMONT COUNTY SHERIFF'S OFFICE,,2814 200TH ST,,SIDNEY,IA,51652
11/23/2015,(B6),,(B6),,ORLANDO,FL,32819
1/25/2016,JOHNSTON CITY POLICE DEPARTMENT,(B6),100 WEST BROADWAY,,JOHNSTON CITY,IL,62951
1/12/2016,HOUSTON INDEPENDENT SCHOOL DISTRICT POLICE DEPT,ATTN: K-9 UNIT,3500 TAMPA,,HOUSTON,TX,77021
2/6/2014,BULLOCH COUNTY SHERIFF'S OFFICE,,18991 US HWY 301 NORTH,,STATESBORO,GA,30461
4/16/2014,PHELPS COUNTY SHERIFFS DEPT,ATTN: K-9 UNIT,500 WEST SECOND STREET,,ROLLA,MO,65401
2/6/2014,(B6),JIM E HAMILTON CORRECTIONAL CTR,ATTN: K-9 UNIT,53468 MINERAL SPRINGS ROAD,HODGEN,OK,74939
6/9/2014,UPTON COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT/ (B6),1106 N GRAND,PO BOX 27,RANKIN,TX,79778
2/6/2014,"STERLING POLICE DEPT, CITY OF STERLING",ATTN: K-9 DEPT,421 N 4TH ST,P.O. BOX 4000,STERLING,CO,80751
3/6/2014,MORRISVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,260-C TOWN HALL DRIVE,,MORRISVILLE,NC,27560
3/24/2014,BUREAU OF LAND MANAGEMENT,SOUTH DAKOTA FIELD OFFICE,ATTN: K-9 UNIT,310 ROUND UP ST,BELLE FOURCHE,SD,57717
7/25/2014,SPARTA POLICE DEPARTMENT,ATTN: (B6) K-9 UNIT,323 E. BOCKMAN WAY,,SPARTA,TN,38583
2/26/2014,BEAUREGARD PARISH SHERIFFS OFFICE,ATTN: K-9 UNIT / (B6),412 BOLIVAR BISHOP DRIVE,PO BOX 370,DERIDDER,LA,70634
3/17/2014,COTTONWOOD,TOWN OF COTTONWOOD POLICE DEPT.,12769 COTTONWOOD ROAD,,COTTONWOOD,AL,36320
6/25/2014,GOODHUE COUNTY SHERIFF'S OFFICE,ATTN:  K-9 UNIT,C/O ZUMBROTA POLICE DEPARTMENT,50 WEST SECOND STREET,ZUMBROTA,MN,55992
5/1/2014,GILFORD POLICE DEPARTMENT,K9 OFFICER (B6),47 CHERRY VALLEY ROAD,,GILFORD,NH,03249
9/22/2014,(B6),RONALD REAGAN UCLA MEDICAL CENTER,PHARMACEUTICAL SERVICES,662 GAYLEY AVE,LOS ANGELES,CA,90095
3/5/2014,(B6),UNIV OF IOWA HOSPITALS PHARM DEPT,200 HAWKINS DRIVE RCP ROOM 6073-1,,IOWA CITY,IA,52242
2/20/2014,(B6),LOMA LINDA UNIV CHILDRENS HOSPITAL PHARM,11223 CAMPUS STREET,,LOMA LINDA,CA,92354
3/20/2014,PULASKI COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,110 EAST MERIDIAN STREET,,WINAMAC,IN,46996
2/25/2014,CENTRAL CROSSING FIRE PROTECTION DIST,ATTN: K-9 UNIT,23463 STATE HIGHWAY 39,PO BOX 86,SHELL KNOB,MO,65747
8/14/2014,MASONTOWN POLICE  DEPARTMENT,ATTN: K-9 UNIT / (B6),1 EAST CHURCH AVENUE,,MASONTOWN,PA,15461
2/27/2014,BRUCEVILLE-EDDY POLICE DEPARTMENT,ATTN: K-9 UNIT,143A WILCOX DRIVE,,EDDY,TX,76524
3/14/2014,CLARE POLICE DEPARTMENT,ATTN: K-9 UNIT,207 W. FIFTH STREET,,CLARE,MI,48617
3/24/2014,SIMPSONVILLE POLICE DEPARTMENT K9 UNIT,(B6),405 EAST CURTIS STREET,,SIMPSONVILLE,SC,29681
3/7/2014,(B6),DISTRICT 8 DRUG TASK FORCE,300 COURTHOUSE DRIVE #6,,PERRY,OK,73077
4/8/2014,(B6),TEXAS CHILDRENS HOSPITAL - PHARMACY DEPARTMENT,6621 FANNIN ST.,ROOM BB.130.28,HOUSTON,TX,77030
5/19/2014,COALINGA STATE HOSPITAL POLICE DEPT.,ATTN: NARCOTIC K9 UNIT,24511 W JAYNE AVENUE,,COALINGA,CA,93210
2/21/2014,MISSOURI STATE HIGHWAY PATROL H,ATTN: K-9 UNIT,3525 NORTH BELT HWY,,SAINT JOSEPH,MO,64506
3/17/2014,CASS COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,2501 WEST MECHANIC STREET,SUITE 100,HARRISONVILLE,MO,64701
6/17/2014,KATY INDEPENDENT SCHOOL,DISTRICT POLICE DEPARTMENT,20370 FRANZ ROAD,,KATY,TX,77449
6/19/2014,(B6),WSU INTEGRATIVE PHYSIOLOGY AND NEUROSCIENCE,1815 FERDINANDS LANE,,PULLMAN,WA,99164
6/23/2014,(B6),TEMPLE UNIV SCH MED MERB 852,3500 NORTH BROAD ST,,PHILADELPHIA,PA,19140
5/13/2014,(B6),ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,225 E CHICAGO AVE,ROOM 19-371,CHICAGO,IL,60611
8/30/2012,NORTH RICHLAND HILLS POLICE DEPARTMENT,ATTN: K-9 UNIT,7301 NE LOOP 820,,NORTH RICHLAND HILLS,TX,76180
7/10/2012,SPRING GROVE POLICE DEPARTMENT,ATTN: SGT (B6)/K9 UNIT,7401 MEYER ROAD,,SPRING GROVE,IL,60081
6/12/2012,UNIV OF TEXAS PAN AMERICAN POLICE DEPT,ATTN: K-9 UNIT,1201 WEST UNIVERSITY DRIVE,,EDINBURG,TX,78539
6/13/2012,CLINTON POLICE DEPARTMENT,ATTN: K9-UNIT,118 W. WASHINGTON STREET,,CLINTON,IL,61727
6/19/2012,NIXA POLICE DEPARTMENT,ATTN: K9-UNIT,715 W CENTER CIRCLE,PO BOX 395,NIXA,MO,65714
1/25/2013,"R & D SYSTEMS, INC",BIO-TECHNE,614 MCKINLEY PLACE NE,,MINNEAPOLIS,MN,55413
9/18/2012,LIVERMORE POLICE DEPARTMENT,ATTN: K-9 UNIT,1110 S. LIVERMORE AVENUE,,LIVERMORE,CA,94550
6/28/2012,CITY OF HURON POLICE DEPARTMENT,ATTN: K9-UNIT,"239 WISCONSIN AVENUE, SW",PO BOX 1369,HURON,SD,57350
8/20/2013,DEARBORN HEIGHTS POLICE DEPARTMENT,ATTN: K-9 UNIT,25637 MICHIGAN AVE,,DEARBORN HEIGHTS,MI,48125
11/8/2013,CITY OF LEBANON POLICE DEPT,ATTN: K-9 UNIT,124 WEST MULBERRY STREET,,LEBANON,KY,40033
2/12/2014,"SINCLAIR RESEARCH CENTER,LLC",,562 STATE ROAD DD,,AUXVASSE,MO,65231
9/4/2013,BOWMAN POLICE DEPARTMENT K9 UNIT,(B6),100 REEVESVILLE ROAD,P.O. BOX 37,BOWMAN,SC,29018
9/17/2013,CHANDLER POLICE DEPARTMENT,ATTN: K-9 UNIT,417 EASTJEFFERSON AVENUE,,CHANDLER,IN,47610
9/23/2013,SHENANGO TOWNSHIP POLICE DEPARTMENT,ATTN: K-9 UNIT/(B6),1000 WILLOWBROOK ROAD,,NEW CASTLE,PA,16101
10/3/2013,HOOD COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,400 DEPUTY LARRY MILLER DRIVE,,GRANBURY,TX,76048
9/27/2013,ALPHARETTA DEPARTMENT OF PUBLIC SAFETY,ATTN: K-9 UNIT,2565 OLD MILTON PKWY,,ALPHARETTA,GA,30009
12/12/2013,"HOFSTRA UNIVERSITY,.",CHEMISTRY DEPARTMENT,151 HOFSTRA UNIVERSITY,,HEMPSTEAD,NY,11549
12/30/2013,ROBINSON TOWNSHIP POLICE,ATTN: K-9 UNIT,1000 CHURCH HILL ROAD,,PITTSBURGH,PA,15205
11/15/2013,KNIGHTDALE POLICE DEPARTMENT,ATTN: K-9 UNIT,979 STEEPLE SQUARE CT,,KNIGHTDALE,NC,27545
10/15/2013,CITY OF PELHAM POLICE DEPARTEMNT,POLICE K9 HANDLER,32 PHILIP DAVIS STREET,,PELHAM,AL,35124
2/6/2014,ELLWOOD CITY POLICE DEPARTMETN,ATTN: K-9 UNIT,525 LAWRENCE AVENUE,,ELLWOOD CITY,PA,16117
10/2/2013,ARLINGTON POLICE DEPARTMENT,ATTN: K-9 UNIT,620 W DIVISION STREET,,ARLINGTON,TX,76011
1/16/2014,(B6),MISSISSIPPI STATE UNIV DEPT OF BASIC SCIENCES,"COLLEGE OF VET MED, ROOM R-1101C",240 WISE CENTER DR,MISSISSIPPI STATE,MS,39762
10/25/2013,LOGAN TOWNSHIP POLICE DEPT,K9 UNIT,100 CHIEF LOGAN CIRCLE,,ALTOONA,PA,16602
2/25/2014,DEKALB POLICE DEPARTMENT,"ATTN: OFFICER (B6), K-9 UNIT",700 LINCOLN HWY.,,DEKALB,IL,60115
9/25/2013,BRICK TOWNSHIP POLICE K9 UNIT,(B6),401 CHAMBERS BRIDGE RD.,,BRICK,NJ,08723
11/4/2015,NORWICH CITY POLICE DEPT,,18 EAST MAIN ST,,NORWICH,NY,13815
3/27/2014,NASSAU COUNTY SHERIFF'S OFFICE,,76001 BOBBY MOORE CIRCLE,,YULEE,FL,32097
10/28/2013,RHOME POLICE DEPARTMENT,ATTN: K-9 UNIT,400 BC RHOME,,RHOME,TX,76078
10/2/2013,GREAT FALLS POLICE DEPARTMENT,"ATTN: LIEUTENANT (B6), K-9 UNIT",112 1ST STREET SOUTH,,GREAT FALLS,MT,59403
10/29/2013,BUREAU OF LAND MANAGEMENT,TN: K-9 UNIT- IDAHO FALLS DISTRICT,1405 HOLLIPARK DRIVE,,IDAHO FALLS,ID,83401
12/12/2013,(B6),FORTIS K9 SERVICES,428 NE 14TH STREET,,OKLAHOMA CITY,OK,73104
3/17/2014,(B6),JESS DUNN CORRECTIONAL CENTER,601 SOUTH 124TH STREET W,P O BOX 316,TAFT,OK,74463
12/20/2013,BROOKVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,634 MAIN STREET,,BROOKVILLE,IN,47012
12/14/2005,(B6),,ARDMORE POLICE DEPARTMENT,3137 WOODSIDE DRIVE,ARDMORE,OK,73401
4/12/2006,(B6),,WESTERN UNIVERSITY COMP,309 E SECOND STREET,POMONA,CA,91766
4/7/2006,(B6),KINGSTON POLICE DEPARTMENT,500 WYOMING AVENUE,,KINGSTON,PA,18704
12/15/2005,LAWRENCEBURG POLICE DEPARTMENT,,349 WALNUT STREET,,LAWRENCEBURG,IN,47025
4/7/2006,HOFFMAN ESTATES POLICE DEPT,,411 W. HIGGINS ROAD,,HOFFMAN ESTATES,IL,60169
6/8/2015,LUBBOCK COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,811 MAIN STREET,,LUBBOCK,TX,79401
6/10/2015,(B6),THOMAS POLICE DEPARTMENT,103 N. MISSOURI,P.O. BOX 250,THOMAS,OK,73669
7/2/2015,MITCHELL POLICE DEPARTMENT,ATTN: K-9 UNIT,201 WEST 1ST AVE.,,MITCHELL,SD,57301
7/16/2015,NEW YORK CITY POLICE DEPARTMENT,ATTN: EMERGENCY SERVICE K9 TEAM,BROOKLYN ARMY TERMINAL K9,140 58TH STREET,BROOKLYN,NY,11220
9/2/2015,DUBLIN POLICE DEPARTMENT,(B6),346 SOUTH JEFFERSON STREET,,DUBLIN,GA,31040
6/11/2015,BATAVIA POLICE DEPARTMENT,ATTN: K-9 UNIT,389 EAST MAIN STREET,,BATAVIA,OH,45103
7/1/2015,MENARD COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT/(B6),208 TIPTON STREET,,MENARD,TX,76859
5/15/2015,(B6),DUNCAN POLICE DEPARTMENT,ATTN: K-9 UNIT,18 S 7TH STREET,DUNCAN,OK,73533
7/28/2015,LUDLOW POLICE DEPARTMENT,CITY OF LUDLOW,ATTN: K-9 UNIT,51 ELM STREET,COVINGTON,KY,41016
10/21/2015,LEPANTO POLICE DEPARTMENT,ATTN: K-9 UNIT,113 GREENWOOD AVENUE,,LEPANTO,AR,72354
9/21/2015,ADAMS COUNTY SHERIFF'S DEPT,ATTN: K-9 UNIT,604 ADAMS AVENUE,PO BOX 1040,HETTINGER,ND,58639
10/30/2015,RIVERSIDE POLICE DEPARTMENT,ATTN: K-9 UNIT,2990 NW VIVION ROAD,,RIVERSIDE,MO,64150
6/19/2015,STONINGTON POLICE DEPARTMENT,ATTN: K-9 UNIT,173 SOUTH BROAD STREET,,PAWCATUCK,CT,06379
9/3/2015,ROCK SPRINGS POLICE DEPT,ATTN: K-9 UNIT,221 C ST.,,ROCK SPRINGS,WY,82901
9/10/2015,CITY OF ABERDEEN POLICE DEPT,ATTN: K-9 UNIT / (B6),114 2ND AVENUE SE,PO BOX 53,ABERDEEN,SD,57401
6/16/2015,ACKLEY IOWA POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),208 STATE STREET,,ACKLEY,IA,50601
7/31/2015,OKALOOSA CORRECTIONAL INSTITUTION,ATTN: K-9 UNIT / (B6),3189 COL GREG MALLOY ROAD,,CRESTVIEW,FL,32539
8/17/2015,(B6),CLINICAL RESEARCH CENTER OF NEVADA,1012 EAST SAHARA AVENUE,,LAS VEGAS,NV,89104
12/2/2015,(B6),DENVER HEALTH AND HOSPITAL AUTHORITY,"PAVILLION A, ROOM 505",777 BANNOCK ST,DENVER,CO,80204
12/2/2015,(B6),MY CROSITE PRECLINICAL SOLUTIONS LLC,2400 MIDPOINT DRIVE,STE 150,FORT COLLINS,CO,80525
7/30/2015,ODESSA COLLEGE POLICE DEPT,ATTN: K-9 UNIT,201 W UNIVERSITY BLVD,,ODESSA,TX,79764
6/11/2015,ALABASTER POLICE DEPARTMENT,ATTN: K-9 UNIT,201 1ST STREET NORTH,,ALABASTER,AL,35007
10/2/2015,OTTER TAIL COUNTY SHERIFF,ATTN: K-9 UNIT,417 S. COURT ST.,,FERGUS FALLS,MN,56537
6/4/2015,WILLIAMSBURG POLICE DEPARTMENT,ATTN: K-9 UNIT,423 MAIN STREET,,WILLIAMSBURG,KY,40769
7/30/2015,LISBON POLICE DEPARTMENT,ATTN: K-9 UNIT,115 NORTH WASHINGTON STREET,,LISBON,IA,52253
6/19/2015,EAST HAVEN POLICE DEPARTMENT,ATTN: K-9 UNIT,471 NORTH HIGH STREET,,EAST HAVEN,CT,06512
8/28/2015,PYMATUNING TOWNSHIP POLICE,ATTN: K-9 UNIT / (B6),256 EDGEWOOD DRIVE EXT,,TRANSFER,PA,16154
8/6/2015,BRISTOL TENNESSEE POLICE DEPT,ATTN: K-9 UNIT / (B6),801 ANDERSON STREET,,BRISTOL,TN,37620
7/24/2015,HESSTON POLICE DEPARTMENT,ATTN: K-9 UNIT,444 N. LANCASTER AVENUE,PO BOX 100,HESSTON,KS,67062
6/9/2015,CUSTER COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT / (B6),116 SOUTH 11TH AVENUE,,BROKEN BOW,NE,68822
8/26/2015,PALO ALTO COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,2001 11TH ST.,,EMMETSBURG,IA,50536
7/30/2015,MESKWAKI NATION POLICE DEPT,ATTN: K-9 UNIT / (B6),1632 305TH STREET,,TAMA,IA,52339
7/31/2015,PALATKA POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),110 NORTH 11TH STREET,,PALATKA,FL,32177
6/23/2015,"WASATCH K9 DETECTION, INC.","(B6), OWNER / PRESIDENT",251 W 1100 S,,LEHI,UT,84043
6/16/2015,DES MOINES POLICE DEPARTMENT,ATTN: (B6),#25 E. FIRST ST.,NARCOTICS BUILDING,DES MOINES,IA,50309
2/19/2016,(B6),ANN & ROBERT H LURIE CHILDRENS HOSPITAL,225 E CHICAGO AVENUE,ROOM 19-371,CHICAGO,IL,60611
8/6/2015,(B6),SACRED HEART HOSPITAL AND CHILDRENS HOSPITAL,PEDIATRIC PHARMACY DEPT,5151 NORTH 9TH AVE,PENSACOLA,FL,32504
10/27/2011,"ARKANSAS CANINE SEARCH SPECIALISTS, INC.",,437 WEST MAIN STREET,,LAMAR,AR,72846
7/13/2011,DICKINSON COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT (B6),1802 HILL AVE SUITE 1200,,SPIRIT LAKE,IA,51360
9/23/2011,K2 SOLUTIONS INC,,5735 US HIGHWAY 1 NORTH,,SOUTHERN PINES,NC,28387
9/7/2011,(B6),,(B6),,JONESBORO,AR,72401
8/15/2011,LEE COUNTY SHERIFF'S DEPARTMENT,ATTN: K-9 UNIT,306 S. HENNEPIN AVE.,,DIXON,IL,61021
8/19/2011,CLINTON POLICE DEPARTMENT,ATTN: K-9 UNIT,101 EAST OHIO STREET,,CLINTON,MO,64735
9/15/2011,PUTNAM COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,111 RIDLEY DRIVE,,EATONTON,GA,31024
10/3/2011,TX DEPARTMENT OF CRIMINAL JUSTICE,REGION 3 NARCOTICS,3 JESTER RD,,RICHMOND,TX,77406
9/1/2011,COLUMBUS POLICE DEPARTMENT,ATTN: K-9 UNIT,123 WASHINGTON ST,,COLUMBUS,IN,47201
8/2/2011,(B6),CANADIAN COUNTY SHERIFFI'S OFFICE,ATTN: K-9 UNIT,208 W. ROGERS,EL RENO,OK,73036
8/25/2011,HALIFAX COUNTY SHERIFF'S OFFICE,ATTN: K9-UNIT,355 FERRELL LANE,P.O. BOX 467,HALIFAX,NC,27839
6/20/2011,HAMILTON COUNTY SHERIFF'S OFFICE,(B6),6233 DAYTON BLVD,,CHATTANOOGA,TN,37343
4/14/2011,MT. PLEASANT POLICE DEPARTMENT,ATTN: (B6),ETZE AVENUE,,MOUNT PLEASANT,PA,15666
12/8/2011,MERCER COUNTY SHERIFF'S DEPARTMENT,ATTN: K-9 UNIT,419 NORTH AVENUE,PO BOX 39,STANTON,ND,58571
3/2/2012,CAMP POINT POLICE DEPARTMENT,(B6),111 EAST WOOD ST.,P.O. BOX # 355,CAMP POINT,IL,62320
4/22/2011,OPELOUSAS POLICE DEPARTMENT,ATTN: K-9 UNIT,318 N COURT STREET,,OPELOUSAS,LA,70570
5/23/2011,DAWSON COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,709 NORTH GRANT,,LEXINGTON,NE,68850
8/11/2011,COWETA COUNTY SHERIFF'S OFFICE,ATTN: (B6),215 WEST AVIATION WAY,,NEWNAN,GA,30263
4/19/2011,HIGGINSVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,1922. N. MAIN ST.,,HIGGINSVILLE,MO,64037
7/16/2012,JACKSON COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,4012 LAFAYETTE ST,P.O. BOX 919,MARIANNA,FL,32447
5/6/2011,LANDER POLICE DEPARTMENT,LIMITED TO OFFICIAL GOVERNMENT DUTIES ONLY,"ATTN:(B6), CANINE HANDLER",250 LINCOLN STREET,LANDER,WY,82520
7/17/2015,REEDSBURG POLICE DEPARTMENT,ATTN: K-9 UNIT,200 S. PARK ST.,,REEDSBURG,WI,53959
6/22/2015,BUREAU OF LAND MANAGEMENT,ATTN: K-9 UNIT/ (B6),3948 S. DEVELOPMENT AVENUE,,BOISE,ID,83705
6/19/2015,(B6),MULDROW POLICE DEPT/ ATTN: K-9 UNIT,100 SOUTH MAIN,PO BOX 429,MULDROW,OK,74948
8/11/2015,DENISON POLICE DEPARTMENT,ATTN: K-9 UNIT,1119 1ST AVENUE N,,DENISON,IA,51442
6/19/2015,(B6),NORMAN POLICE DEPT / ATTN: K-9 UNIT,201 B WEST GRAY STREET,,NORMAN,OK,73069
9/14/2015,VIRGINIA DEPT OF AGRICULTURE AND CONSUMER SERVICES,,SEED LABORATORY,600 NORTH 5TH STREET,RICHMOND,VA,23219
10/19/2015,WEST VIRGINIA DEPARTMENT OF AGRICULTURE,,275 GUS R. DOUGLASS LANE,,CHARLESTON,WV,25312
11/5/2015,WENTZVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,1019 SCHROEDER CREEK BLVD,,WENTZVILLE,MO,63385
10/29/2015,MARION COUNTY SHERIFF OFFICE,ATTN: K-9 UNIT,40 S ALABAMA ST,,INDIANAPOLIS,IN,46224
7/10/2015,CITY OF GREER POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),102 S MAIN STREET,,GREER,SC,29650
9/21/2015,WILDER POLICE DEPARTMENT,ATTN: K-9 UNIT,217 3RD STREET,,WILDER,ID,83676
10/19/2015,INDEPENDENCE COUNTY SHERIFF OFFICE,ATTN: K-9 UNIT,1750 MYERS STREET,,BATESVILLE,AR,72501
7/1/2015,LAGRANGE POLICE DEPARTMENT,ATTN: K-9 UNIT,1201 N TOWNLINE ROAD,,LAGRANGE,IN,46761
9/2/2015,(B6),MARSHALL UNIVERSITY,SCHOOL OF PHARMACY,ONE JOHN MARSHALL DRIVE,HUNTINGTON,WV,25755
9/10/2015,(B6),STONY BROOK UNIVERSITY HOSPITAL,ATTN: PHARMACY,101 NICHOLLS ROAD ROOM 1-841,STONY BROOK,NY,11794
8/5/2015,(B6),LAWTON POLICE DEPARTMENT,#10 SW 4TH STREET,,LAWTON,OK,73505
6/19/2015,SMITH COUNTY SHERIFF'S OFFICE,(B6),227 NORTH SPRING AVE.,,TYLER,TX,75702
7/17/2015,CONEWANGO TOWNSHIP POLICE,ATTN: K-9 UNIT/(B6),4 FIREMAN STREET,,WARREN,PA,16365
7/7/2015,LYNDON STATION POLICE,ATTN: K-9 UNIT/(B6),116 NORTH LEMONWEIR,PO BOX 408,LYNDON STATION,WI,53944
7/28/2015,CHRISTIAN COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,301 WEST FRANKLIN STREET,,TAYLORVILLE,IL,62568
9/17/2015,(B6),MT SINAI BETH ISRAEL RESEARCH PHARMACY,FIRST AVENUE AT 16TH STREET,,NEW YORK,NY,10003
6/26/2015,PLATTE COUNTY WYOMING SHERIFF'S OFFICE,(B6) / K9 HANDLER,850 MAPLE STREET,,WHEATLAND,WY,82201
9/2/2015,(B6),,(B6),,DENVER,CO,80206
8/21/2015,LYON COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT / (B6),410 S BOONE STREET,,ROCK RAPIDS,IA,51246
7/30/2015,(B6),SAND SPRINGS POLICE DEPT,ATTN: K-9 UNIT,100 E BROADWAY,SAND SPRINGS,OK,74063
9/9/2015,NEW MEXICO STATE POLICE,CANINE UNIT,4615 HAWKINS STREET NE,,ALBUQUERQUE,NM,87109
8/19/2015,ST PETERSBURG POLICE,,1300 FIRST AVENUE NORTH,,ST PETERSBURG,FL,33705
9/10/2015,POCAHONTAS POLICE,,410 N MARR ST,,POCAHONTAS,AR,72455
7/8/2015,(B6),KINGSFISHER POLICE DEPARTMENT,ATTN: K-9 UNIT,117 W MILES AVE,KINGFISHER,OK,73750
7/27/2015,BUENA VISTA POLICE DEPARTMENT,ATTN: K-9 UNIT,713 EAST MAIN STREET,,BUENA VISTA,CO,81211
8/25/2015,(B6),NORTHEAST REGIONAL EPILEPSY GROUP,20 PROSPECT AVENUE,SUITE 800,HACKENSACK,NJ,07601
7/20/2015,PINEVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),910 MAIN STREET,,PINEVILLE,LA,71360
9/23/2015,HOWARD COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,612 INDIAN ST. SUITE #13,,SAINT PAUL,NE,68873
10/23/2015,DUBUQUE COUNTY IOWA SHERIFFS OFFICE,ATTN: K-9 UNIT,770 IOWA STREET,,DUBUQUE,IA,52001
7/14/2015,RIO VISTA POLICE DEPARTMENT,ATTN: K-9 UNIT /(B6),201 S. HWY 174,,RIO VISTA,TX,76093
8/24/2015,"STATE OF FLORIDA, DEPT OF CORRECTIONS",ATTN: (B6),19225 US HWY 27,,CLERMONT,FL,34715
12/1/2015,MONTGOMERY COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,50 MARYLAND AVENUE,SUITE T400,ROCKVILLE,MD,20850
9/10/2015,CLAY COUNTY SHERIFFS DEPARTMENT,,268 SOUTH 2ND STREET,,PIGGOTT,AR,72454
12/30/2013,"BLACK CREEK K-9 SERVICES, LLC",,4446 S FM 1655,,BRIDGEPORT,TX,76426
1/24/2014,(B6),CENTER FOR PAIN & SUPPORTIVE CARE,4611 EAST SHEA BOULEVARD,"BUILDING 3, SUITE 180",PHOENIX,AZ,85028
7/16/2013,CATOOSA COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,5842 HIGHWAY 41,PO BOX 909,RINGGOLD,GA,30736
7/29/2013,PLYMOUTH POLICE DEPARTMENT,ATTN: K-9 UNIT,334 MAIN STREET,,PLYMOUTH,NH,03264
7/24/2013,AMERICAN SAMOA GOVERNMENT,DEPARTMENT OF PUBLIC SAFETY,ATTN: K-9 UNIT / (B6),PO BOX 1086,PAGO PAGO,AS,96799
6/11/2013,LADY LAKE POLICE DEPARTMENT,TOWN OF LADY LAKE,ATTN: K-9 UNIT,423 FENNELL BLVD,LADY LAKE,FL,32159
1/7/2014,PA CAPITOL POLICE DEPARTMENT,ATTN: LIEUTENANT (B6),70 EW CAPITOL COMPLEX,,HARRISBURG,PA,17125
5/13/2013,BOGATA POLICE DEPARTMENT,ATTN: K-9 UNIT,103 CLARKSVILLE STREET,,BOGATA,TX,75417
7/8/2013,DIRECTORATE OF EMERGENCY SERVICES,MCCHORD FIELD K-9 DIVISION,BOX 339500 MS55,,JOINT BASE LEWIS MCCHORD,WA,98433
5/15/2013,DEA-ODGI -TEST,,600 ARMY NAVY DR,,ARLINGTON,VA,22202
5/31/2013,BOONE COUNTY SHERIFF'S OFFICE,ATTN: DEPUTY (B6)/K-9 UNIT,206 COURT STREET,SUITE 211,MADISON,WV,25130
7/31/2013,IOWA CITY POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),410 E WASHINGTON STREET,,IOWA CITY,IA,52240
7/8/2013,LOWER ALLEN TOWNSHIP POLICE DEPARTMENT,ATTN: K-9 UNIT,2233 GETTYSBURG ROAD,,CAMP HILL,PA,17011
10/7/2013,(B6),KANSAS POLICE DEPARTMENT,150 S. CHEROKEE ST.,,KANSAS,OK,74347
2/5/2014,SOUTHERN NEW MEXICO CORRECTIONAL FACILITY STIU K9,NEW MEXICO DEPT OF CORRECTIONS,PO BOX 639,1983 JOE R. SILVA BLVD,LAS CRUCES,NM,88004
8/8/2013,BUCKS COUNTY DISTRICT ATTORNEY'S OFFICE,ATTN: K-9 UNIT,55 EAST COURT STREET,FOURTH FLOOR,DOYLESTOWN,PA,18901
6/3/2013,MORRIS COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,403 WEST HANOVER AVENUE,,MORRISTOWN,NJ,07960
